_id,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,target
98744c993bbbd2cc3a0d8b283716ec6c,35,technician,married,professional.course,no,yes,yes,telephone,may,tue,207,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
1f3c1972b1a472185a66b46f34ad098b,46,technician,single,basic.9y,no,no,no,cellular,apr,thu,385,2,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,0
7311e9e6f96cb6676bfdce32bde06bca,29,admin.,single,university.degree,no,yes,no,cellular,aug,thu,228,3,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
3a0ab8744618bffba9481f78a5a25595,50,management,married,university.degree,unknown,yes,no,telephone,jul,thu,30,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,0
acbce6cb4c605c7368db5c4a8776d664,43,technician,married,professional.course,no,no,no,cellular,nov,fri,14,9,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,0
7c3018edd5b734e0671789bb9410ea6b,46,admin.,single,high.school,no,unknown,unknown,telephone,may,thu,257,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,0
60415aad877cf19f9815114729d26798,35,admin.,single,university.degree,no,yes,no,cellular,may,mon,8,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.2990000000000002,5099.1,0
738410fa6740a613b3c92be52afef5e1,25,admin.,married,high.school,no,no,no,telephone,may,fri,498,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
f34400ad40174673d6c9ea5682569cd8,28,admin.,single,university.degree,no,yes,yes,cellular,aug,tue,187,2,6,2,success,-1.7,94.027,-38.3,0.899,4991.6,1
7293262885069e4ac88e4e76be11d2a3,41,housemaid,married,basic.6y,no,no,no,cellular,aug,tue,56,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,0
e26a10c98303a44e0115e76ed6df6b56,41,technician,single,professional.course,no,yes,no,cellular,aug,tue,179,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
295a030e7f4cfd47e7ca6ece72156df9,57,self-employed,married,university.degree,no,no,no,cellular,jul,thu,313,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
d9a7e1ffe71f5259dbbf21675be28d98,50,unemployed,married,professional.course,no,yes,no,cellular,nov,fri,58,1,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,0
6ed9f4f37530d8cd25b687e20ce7e99b,51,housemaid,married,basic.9y,no,yes,no,cellular,jul,tue,160,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0
833902ad38f071554a8532e4031101d2,29,services,married,high.school,unknown,yes,no,cellular,may,thu,63,1,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.327,5099.1,0
c4e3d5b268b675792a05c909c1b36ff4,27,unemployed,single,university.degree,no,yes,no,cellular,mar,mon,269,1,999,0,nonexistent,-1.8,92.84299999999999,-50.0,1.56,5099.1,0
566e4ff5386e0ad6db9e6bf6946f0ed2,49,blue-collar,married,basic.9y,no,unknown,unknown,telephone,jun,mon,242,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
7b7c65719af6095d492d1ac50ae6014d,45,technician,married,professional.course,unknown,no,no,cellular,aug,wed,128,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,0
87ad2f21ed2c39259122d59f8cb956f9,43,management,married,university.degree,no,yes,no,cellular,may,wed,12,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
87bc4624e85eadf848bdc6f7fdc7280b,21,student,single,high.school,no,no,no,cellular,may,fri,42,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
441359754afc5128401727f5cb1bb26c,48,technician,married,high.school,no,yes,no,cellular,jun,tue,115,1,999,0,nonexistent,-2.9,92.963,-40.8,1.262,5076.2,0
2d945a933f4dfebd876722f689d42d61,35,technician,single,high.school,no,no,no,telephone,jun,mon,94,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
e81f73e96536678e944ba5daf8fadb1b,50,management,married,high.school,unknown,no,yes,telephone,may,fri,223,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
3fcb8c261c71aadb9b860effc2b31259,50,self-employed,married,professional.course,no,yes,no,cellular,jun,tue,102,1,999,1,failure,-2.9,92.963,-40.8,1.252,5076.2,0
6f0575b298da8de7a6647eab51e43b42,57,services,divorced,high.school,no,yes,yes,telephone,may,fri,1193,5,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,1
c6288dc38cc35ba5863bc14ea930d909,45,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,572,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
92cb2358cc70f67dc387157b58fb611d,31,blue-collar,married,basic.9y,unknown,yes,no,cellular,apr,thu,176,3,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,0
c52742813e4f5ca750f9b42919ca0041,56,admin.,single,university.degree,no,no,no,cellular,mar,wed,193,1,5,1,success,-1.8,93.369,-34.8,0.634,5008.7,1
5da6e04cb9d731728163ec20ecfb4de7,43,blue-collar,married,basic.4y,no,yes,no,telephone,may,fri,469,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
8a76af1a51a2c6acb627a9f9aa7f76ab,29,management,married,basic.9y,no,no,no,cellular,nov,wed,69,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,0
a17386f95240e7b9e0408f51e37826bb,48,technician,married,basic.9y,no,no,no,cellular,jul,thu,81,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
fdf81117522ad6f0f962745b65800f7d,34,services,married,professional.course,no,yes,no,cellular,may,mon,72,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.354,5099.1,0
11ee2a8bf46495b0f3511b8d4445ab34,39,self-employed,married,university.degree,no,no,no,telephone,may,wed,17,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
2c3a4c65617531330d7a8e488c5cdedf,59,admin.,divorced,university.degree,unknown,unknown,unknown,cellular,may,tue,158,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
1cb31ca502386a11a3e97a60042e6d77,30,services,married,high.school,no,yes,no,telephone,may,mon,92,2,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
1d99c4cb7c5b4dea5b193a4efb22b26c,39,management,married,university.degree,no,unknown,unknown,cellular,apr,fri,397,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
4c473c59482ec2c8553de34508ee55b9,30,admin.,married,university.degree,no,no,no,telephone,may,thu,72,7,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
3780c3c6f56bdeb58dc19dad7c220502,36,management,married,university.degree,no,yes,no,telephone,jun,tue,269,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
bfdd62bff976cf6a161347771f50e0be,39,management,married,basic.6y,unknown,yes,no,telephone,jun,fri,38,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
ba42debcb07321c86d07fa99b0167b01,51,blue-collar,married,basic.9y,unknown,yes,no,cellular,may,fri,31,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.25,5099.1,0
e3f7b6e949f445e47d007f97d9f1f8af,55,blue-collar,married,basic.9y,unknown,yes,no,cellular,aug,mon,304,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
77e8c2414c38131528a363101293c72a,56,blue-collar,married,basic.9y,no,no,no,cellular,jul,wed,70,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
1e1ed9f6d83085243660494e27de114c,54,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,mon,100,17,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
c441b579c78b3c8edc07a8cb6d474f60,31,services,married,basic.9y,no,yes,no,telephone,jun,wed,886,2,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
4581e06bfe572bff61974ed373fb7640,30,management,married,university.degree,no,yes,no,cellular,oct,tue,1226,2,999,0,nonexistent,-3.4,92.431,-26.9,0.742,5017.5,1
b57ee7506c393c804ef52dcda62a5b03,22,unemployed,single,high.school,no,no,no,telephone,jul,wed,82,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
eebe417afff344aae19ebaa5d94ff8e9,52,blue-collar,divorced,basic.4y,no,no,no,cellular,nov,thu,200,1,999,0,nonexistent,-0.1,93.2,-42.0,4.0760000000000005,5195.8,0
f5f524fb0a4c3305ad6819750b0dc47f,64,admin.,married,university.degree,no,no,yes,cellular,dec,thu,1804,3,999,0,nonexistent,-3.0,92.713,-33.0,0.72,5023.5,0
7f6446e1434413562999eecbd20ae29b,38,services,married,high.school,no,yes,no,cellular,mar,thu,257,1,999,0,nonexistent,-1.8,93.369,-34.8,0.65,5008.7,1
7b1c94cd4a2306f6ffb9f421d1def32f,51,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,151,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
900da85ec58e14d4b2aaba59591c49ea,30,unemployed,married,professional.course,no,unknown,unknown,cellular,jul,thu,156,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.958,5228.1,0
d99ab43b1f7ee77d4ba791be6610ab6b,26,admin.,single,university.degree,no,yes,no,telephone,oct,mon,251,1,999,0,nonexistent,-0.1,93.79799999999999,-40.4,4.912,5195.8,1
6ee792616e5cddf462b9bae4b0be4265,66,admin.,married,university.degree,no,no,no,cellular,sep,tue,39,1,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.77,5017.5,0
1d94788acd548a3c9394c02f2282372d,46,admin.,married,high.school,no,no,no,telephone,may,fri,515,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0
6fe3c5e54e7df009fc94bf937f1a2ff6,50,technician,married,professional.course,no,no,no,cellular,apr,fri,93,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
635f0b80e9ea6890c252d9bf4fe55b87,44,services,divorced,basic.9y,no,yes,no,telephone,jul,tue,62,5,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.961,5228.1,0
c3d58301bebab67608031ec797a52268,41,entrepreneur,married,university.degree,no,yes,no,cellular,aug,thu,324,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,1
606ee5b774fa71efaf8cd8627c903ff5,40,admin.,married,professional.course,unknown,yes,no,telephone,may,fri,488,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
329ad392b415cfde339086c899885b58,34,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,mon,73,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,0
a380baa77188a3f3a72b1275c1a7bfcc,32,technician,single,professional.course,no,no,no,cellular,aug,fri,309,5,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
4246506a7c998812fd7670d06fcf9133,45,services,married,high.school,unknown,yes,no,cellular,apr,mon,79,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,0
fecfe70035afae7c43fa4f6d0167d8cc,26,admin.,single,university.degree,no,yes,no,cellular,apr,thu,239,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
cb07e0fbf2f18340a96e1360d4053106,33,admin.,single,university.degree,no,yes,no,telephone,may,tue,76,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
538b19a748f2075de9523c07ed2b5379,39,blue-collar,single,basic.9y,no,no,no,telephone,may,tue,650,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,1
4e4a1fd5c2bad584c1aca3bede01c029,22,technician,single,professional.course,no,no,no,telephone,jun,fri,184,4,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
9bf2119437c78f0aaff222f010a57ff3,48,services,married,high.school,unknown,yes,no,cellular,jul,mon,49,6,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
00cbf26f9923b33d7c660eeed12708cb,45,services,divorced,high.school,no,yes,yes,cellular,nov,mon,96,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
accc89cd73f6fb3ffba825235f47d45c,30,technician,single,professional.course,no,yes,yes,cellular,aug,fri,22,13,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
1948091be0573a96c4a8215e907b04a8,25,admin.,married,university.degree,no,no,no,telephone,may,fri,56,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0
c6611896651420b3687692254501d732,31,entrepreneur,single,university.degree,no,yes,no,cellular,aug,fri,211,3,999,0,nonexistent,-2.9,92.20100000000001,-31.4,0.8690000000000001,5076.2,1
6785737de4aeda8f118ea1dd533599d6,31,blue-collar,married,basic.9y,no,yes,no,cellular,jul,wed,590,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,1
43e6675bc8e029ce34225f1f54ad51d2,44,technician,divorced,professional.course,unknown,yes,no,cellular,apr,thu,18,3,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,0
15022261cd944e82f75ace10290dd3ef,41,technician,divorced,basic.4y,no,no,no,telephone,jun,fri,639,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
2b02049eb9b4208730d8b4d19afd0445,29,admin.,single,high.school,no,no,no,cellular,may,wed,131,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
d1e794b6b948c7e04963938f2f5cc8fb,51,blue-collar,married,basic.4y,unknown,yes,no,telephone,jun,fri,183,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
bf0a50af3f2901321fa495bf453c28ae,40,self-employed,married,professional.course,no,no,no,telephone,may,tue,119,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
f705c99823aaba6c36978e8bf56d53a7,45,blue-collar,married,basic.4y,no,no,no,telephone,jun,wed,157,9,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
78199fd9a2171fcf2ed11c89c82555f5,30,blue-collar,divorced,basic.9y,no,yes,no,telephone,may,wed,64,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
76a4e210c1f00100ebee58ba2419b295,22,services,single,professional.course,no,no,no,cellular,jul,tue,363,1,999,1,failure,-1.7,94.215,-40.3,0.835,4991.6,1
985f599bb4b81c01d5b5d16ad241d5ed,54,blue-collar,married,basic.6y,unknown,no,no,telephone,may,tue,36,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
67638f74de4e308ad9df043f62429186,30,technician,single,university.degree,no,yes,yes,cellular,jul,wed,63,1,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
7b0dd6967cc005ffc9f70099874ba5cf,41,management,married,university.degree,no,yes,no,telephone,jun,thu,52,8,999,0,nonexistent,1.4,94.465,-41.8,4.8660000000000005,5228.1,0
a6ea221cfb75eb64694811538721db9c,39,admin.,single,university.degree,unknown,no,yes,cellular,aug,mon,155,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
b73300cef7e016b568200c9753ba85ed,31,blue-collar,single,high.school,no,yes,no,cellular,jul,thu,107,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,0
85f9531d124917a89672e7ba5c0c5fc0,48,self-employed,married,basic.9y,unknown,no,no,telephone,jun,fri,246,4,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,0
cd4bcf4694099f83e1078a97fe8f21b4,50,admin.,married,high.school,unknown,yes,no,telephone,may,fri,317,4,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
be6e2a4a7ce0e15c2e63772547493367,26,admin.,single,university.degree,no,yes,no,cellular,jul,wed,226,2,999,0,nonexistent,-2.9,92.469,-33.6,0.9790000000000001,5076.2,0
d426f0d0b6848ee0874a6a75fccbf685,28,student,single,high.school,no,no,no,cellular,may,wed,182,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
ee48f0c1ddbeee934693492e48b1e417,35,technician,single,professional.course,unknown,no,no,telephone,may,wed,198,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
46c85ca515adee537a6bc662f3082ce3,48,services,married,high.school,no,no,no,cellular,apr,mon,1112,3,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
4207013544f8c9d367a90458ff99ce1b,29,technician,single,professional.course,no,no,no,cellular,aug,mon,157,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
5c9abb88ef20a62837518480269fa186,27,admin.,single,high.school,no,no,no,telephone,jul,thu,135,3,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,0
16336c76b062e937c84c5d9d9a703f19,31,technician,married,professional.course,no,yes,no,cellular,sep,fri,90,4,999,0,nonexistent,-3.4,92.37899999999999,-29.8,0.773,5017.5,0
5923a78748c6e008ef72f82b54b24781,37,unemployed,married,university.degree,unknown,yes,no,cellular,jun,mon,614,3,3,2,success,-1.7,94.055,-39.8,0.754,4991.6,1
9db85ef8a703244b0bb4153c8f656ce2,45,blue-collar,married,basic.6y,no,yes,yes,cellular,aug,thu,425,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
9bb3e8fc9198ee89f7e0307f63ff242a,60,technician,married,university.degree,unknown,yes,no,telephone,may,fri,175,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,0
4256b331bacc6657764bc6a907b11a19,27,blue-collar,unknown,high.school,no,no,no,cellular,aug,fri,192,1,4,1,success,-2.9,92.20100000000001,-31.4,0.8809999999999999,5076.2,1
2ce10d022e3fbf5b39bb10a736a00a4d,40,unemployed,divorced,university.degree,no,yes,no,cellular,jul,wed,1373,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,1
fac6df9ad55d8bc7c4c0094c500d3a8c,33,unemployed,married,university.degree,no,no,no,cellular,aug,fri,115,1,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
fa201ee87abf42dd002a054cf3acb4c9,39,management,married,university.degree,unknown,no,no,cellular,may,wed,825,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.334,5099.1,0
91262cf28012033ad438eecc3f3abca8,33,admin.,married,high.school,unknown,no,no,cellular,apr,fri,220,6,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
efc994794cee29abacc7a7d94c1cb8de,33,admin.,married,professional.course,no,no,no,telephone,may,mon,198,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
adc3b09f075f0b97f2215abf3633424a,39,technician,married,professional.course,no,yes,no,cellular,apr,thu,381,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,1
d992531a689a32af79674f4a82d9951c,51,services,married,high.school,no,yes,no,cellular,apr,mon,272,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,0
cb83bcc5a08d8298bf923b6b6206cc7a,24,blue-collar,married,basic.4y,unknown,yes,no,telephone,may,tue,151,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
ea1aee4623dab57a5c14cc49b826cb6a,55,retired,married,basic.4y,no,no,no,cellular,may,tue,43,5,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.344,5099.1,0
25262cdbf63a5d3ce6a0b5183fdc1a97,24,services,single,high.school,no,yes,no,telephone,jun,wed,453,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,0
fb325c6c0b8439931cf4c299c07c4835,37,services,married,high.school,no,no,no,cellular,jul,thu,346,1,6,2,success,-1.7,94.215,-40.3,0.846,4991.6,1
338143ca1e77e3bef1878af2c1b2af0c,32,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,mon,36,1,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
835442a7f82a263c5acebe4123c3d88b,37,blue-collar,divorced,basic.9y,no,yes,no,cellular,jul,thu,1150,4,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.968,5228.1,1
c6e21af3bcfc0d5b2adf6592ad30ec09,43,unknown,married,high.school,unknown,yes,yes,telephone,may,mon,329,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
6754f3fda74bdc16d6da7085b2e9d56f,32,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,wed,93,11,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
1d2be9da0a5a6e000a96977754145b49,38,technician,single,university.degree,no,yes,no,cellular,jul,fri,210,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.963,5228.1,0
b43a2f0d1a7b4cf72ade1e347d38e4d8,58,blue-collar,married,basic.9y,no,yes,no,cellular,oct,tue,164,1,999,1,failure,-3.4,92.431,-26.9,0.737,5017.5,0
2cb105af7f050bf230a4a11902859e75,37,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,465,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,1
7f2ff327ec64ebfdf500b122c5aaf751,45,management,married,university.degree,unknown,yes,no,cellular,apr,thu,452,2,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,0
f1f991d283192b14e61e70af5803fb44,50,management,married,basic.9y,no,yes,yes,cellular,jul,thu,217,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
7851a8503dfe4c6cc7c0f232318bcb86,35,entrepreneur,married,university.degree,no,no,no,telephone,jun,fri,109,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
de0a84e02f6941898f5a39453eb2e61e,33,admin.,single,university.degree,no,unknown,unknown,cellular,aug,mon,295,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
6963ae63aa741ffafa545879f0b30c3d,30,admin.,married,high.school,no,no,no,cellular,may,wed,166,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
7e04a421d7f4327907158e544673af24,51,blue-collar,married,basic.4y,unknown,yes,yes,cellular,aug,thu,297,2,999,0,nonexistent,1.4,93.444,-36.1,4.9639999999999995,5228.1,0
9a29ca34dc1c105bdd6311a3003511a6,28,student,single,university.degree,unknown,yes,no,cellular,may,tue,116,2,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.291,5099.1,0
944a16ef0141717ad992e99c35e73092,21,student,single,high.school,no,no,no,cellular,may,thu,24,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
c23122165c25022d7ef1671ca9856061,38,blue-collar,married,basic.4y,unknown,no,no,cellular,may,thu,197,4,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.266,5099.1,0
53a52efc9e28ce977785aa46719aabce,30,technician,married,university.degree,unknown,no,yes,cellular,aug,wed,96,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,0
ed0a885a486ed32a0fea59d7b48f4fd9,49,blue-collar,married,basic.9y,unknown,no,yes,telephone,may,wed,554,3,999,0,nonexistent,1.1,93.994,-36.4,4.8580000000000005,5191.0,0
61218be004f46f32ab526edb97fd3f80,40,admin.,married,high.school,no,no,no,telephone,may,tue,167,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,0
9f234a834cf36a02ddf5cc55994b6b44,48,blue-collar,married,professional.course,no,no,no,telephone,may,fri,788,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
c36b9eb3bd8a4b6b25c7af4f386216ff,37,services,single,basic.6y,no,yes,no,cellular,may,wed,93,1,999,1,failure,-1.8,92.89299999999999,-46.2,1.281,5099.1,0
4ba27e357710ce04d7fe249af1f6f58e,31,technician,single,university.degree,no,yes,no,telephone,may,fri,57,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191.0,0
5198501ee0dcfac4aae6430882e31d23,45,management,married,unknown,unknown,no,yes,telephone,jun,mon,73,1,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,0
57716b70f0309718256782aebaa7052d,38,blue-collar,married,basic.6y,no,yes,no,telephone,jun,wed,362,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,0
35bdf4234abffac07dadac6918d06676,37,services,married,high.school,no,yes,no,telephone,may,wed,178,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,0
b235601f659c2afbafed208b808f1f67,52,admin.,divorced,university.degree,unknown,yes,yes,cellular,jul,tue,201,9,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
50b513af3de2dacb458b5a9741400f81,27,management,single,university.degree,no,yes,yes,cellular,jul,tue,76,2,999,0,nonexistent,1.4,93.91799999999999,-42.7,4.962,5228.1,0
15713364c25185f95f31f511bd906948,51,blue-collar,married,basic.4y,unknown,yes,no,cellular,nov,tue,271,1,999,0,nonexistent,-0.1,93.2,-42.0,4.1530000000000005,5195.8,0
d6c7c5cabd33b27b56f6bab74fe1cd3f,43,blue-collar,married,basic.4y,unknown,yes,yes,telephone,may,mon,149,6,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,0
88c05bcceef824e5c8e8277f046b85c7,32,student,single,university.degree,no,yes,no,cellular,apr,mon,712,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,1
ba359435e25c5601b463901e79dadc0b,57,services,married,high.school,no,yes,yes,cellular,may,mon,473,3,999,0,nonexistent,-1.8,92.89299999999999,-46.2,1.244,5099.1,1
